3.00E-02	4.27E-27							
3.00E-02	4.08E-21							
3.02E-02	1.54E-20							
3.03E-02	3.17E-20							
3.06E-02	4.96E-20							
3.09E-02	6.61E-20							
3.12E-02	7.89E-20							
3.14E-02	8.70E-20							
3.17E-02	9.07E-20							
3.19E-02	9.16E-20							
3.20E-02	9.19E-20							
3.20E-02	9.39E-20							
3.20E-02	9.96E-20							
3.19E-02	1.10E-19							
3.18E-02	1.27E-19							
3.16E-02	1.50E-19							
3.15E-02	1.78E-19							
3.13E-02	2.09E-19							
3.11E-02	2.43E-19							
3.10E-02	2.76E-19							
3.10E-02	3.06E-19							
3.10E-02	3.33E-19							
3.10E-02	3.57E-19							
3.11E-02	3.76E-19							
3.12E-02	3.93E-19							
3.13E-02	4.09E-19							
3.14E-02	4.25E-19							
3.14E-02	4.41E-19							
3.15E-02	4.58E-19							
3.15E-02	4.74E-19							
3.15E-02	4.89E-19							
3.15E-02	5.00E-19							
3.14E-02	5.07E-19							
3.14E-02	5.09E-19							
3.14E-02	5.06E-19							
3.13E-02	5.01E-19							
3.13E-02	4.93E-19							
3.13E-02	4.86E-19							
3.14E-02	4.79E-19							
3.14E-02	4.75E-19							
3.15E-02	4.73E-19							
3.15E-02	4.72E-19							
3.16E-02	4.70E-19							
3.16E-02	4.66E-19							
3.16E-02	4.58E-19							
3.16E-02	4.45E-19							
3.15E-02	4.28E-19							
3.14E-02	4.05E-19							
3.13E-02	3.79E-19							
3.12E-02	3.50E-19							
3.11E-02	3.19E-19							
3.10E-02	2.88E-19							
3.10E-02	2.58E-19							
3.09E-02	2.29E-19							
3.09E-02	2.02E-19							
3.10E-02	1.75E-19							
3.10E-02	1.51E-19							
3.11E-02	1.28E-19							
3.12E-02	1.07E-19							
3.12E-02	8.77E-20							
3.13E-02	7.08E-20							
3.13E-02	5.63E-20							
3.13E-02	4.45E-20							
3.13E-02	3.53E-20							
3.12E-02	2.88E-20							
3.12E-02	2.47E-20							
3.11E-02	2.29E-20							
3.10E-02	2.32E-20							
3.09E-02	2.51E-20							
3.08E-02	2.86E-20							
3.08E-02	3.31E-20							
3.08E-02	3.85E-20							
3.08E-02	4.44E-20							
3.09E-02	5.03E-20							
3.10E-02	5.60E-20							
3.11E-02	6.10E-20							
3.12E-02	6.51E-20							
3.13E-02	6.82E-20							
3.15E-02	7.02E-20							
3.16E-02	7.11E-20							
3.17E-02	7.11E-20							
3.17E-02	7.03E-20							
3.18E-02	6.92E-20							
3.17E-02	6.80E-20							
3.17E-02	6.68E-20							
3.16E-02	6.61E-20							
3.14E-02	6.59E-20							
3.12E-02	6.64E-20							
3.10E-02	6.78E-20							
3.08E-02	6.99E-20							
3.05E-02	7.29E-20							
3.02E-02	7.65E-20							
3.00E-02	8.07E-20							
2.98E-02	8.51E-20							
2.97E-02	8.95E-20							
2.96E-02	9.34E-20							
2.96E-02	9.65E-20							
2.97E-02	9.86E-20							
2.99E-02	9.93E-20							
3.01E-02	9.87E-20							
3.05E-02	9.69E-20							
3.09E-02	9.42E-20							
3.13E-02	9.12E-20							
3.17E-02	8.83E-20							
3.21E-02	8.61E-20							
3.24E-02	8.49E-20							
3.25E-02	8.50E-20							
3.25E-02	8.62E-20							
3.24E-02	8.82E-20							
3.21E-02	9.04E-20							
3.16E-02	9.22E-20							
3.12E-02	9.31E-20							
3.07E-02	9.28E-20							
3.04E-02	9.13E-20							
3.03E-02	8.90E-20							
3.03E-02	8.64E-20							
3.07E-02	8.45E-20							
3.12E-02	8.37E-20							
3.17E-02	8.44E-20							
3.22E-02	8.65E-20							
3.25E-02	8.96E-20							
3.24E-02	9.27E-20							
3.18E-02	9.49E-20							
3.07E-02	9.54E-20							
2.93E-02	9.40E-20							
2.78E-02	9.12E-20							
2.63E-02	8.82E-20							
2.54E-02	8.70E-20							
2.51E-02	8.99E-20							
2.56E-02	9.91E-20							
2.68E-02	1.16E-19							
2.83E-02	1.40E-19							
2.97E-02	1.71E-19							
3.04E-02	2.06E-19							
3.01E-02	2.40E-19							
2.86E-02	2.71E-19							
2.60E-02	2.94E-19							
2.31E-02	3.08E-19							
2.06E-02	3.13E-19							
1.95E-02	3.13E-19							
2.03E-02	3.11E-19							
2.32E-02	3.12E-19							
2.75E-02	3.22E-19							
3.19E-02	3.42E-19							
3.49E-02	3.72E-19							
3.52E-02	4.11E-19							
3.23E-02	4.51E-19							
2.68E-02	4.88E-19							
2.06E-02	5.14E-19							
1.63E-02	5.27E-19							
1.64E-02	5.25E-19							
2.24E-02	5.10E-19							
3.36E-02	4.87E-19							
4.70E-02	4.62E-19							
5.81E-02	4.41E-19							
6.22E-02	4.27E-19							
5.67E-02	4.23E-19							
4.26E-02	4.28E-19							
2.53E-02	4.36E-19							
1.41E-02	4.44E-19							
1.86E-02	4.44E-19							
4.52E-02	4.31E-19							
9.27E-02	3.98E-19							
1.50E-01	3.46E-19							
1.99E-01	2.77E-19							
2.16E-01	1.97E-19							
1.89E-01	1.18E-19							
1.19E-01	5.19E-20							
3.99E-02	1.09E-20							
1.38E-02	2.26E-21							
1.30E-01	2.65E-20							
4.90E-01	7.59E-20							
1.18E+00	1.36E-19							
2.26E+00	1.89E-19							
3.71E+00	2.19E-19							
5.45E+00	2.17E-19							
7.32E+00	1.82E-19							
9.12E+00	1.25E-19							
1.06E+01	6.39E-20							
1.16E+01	1.73E-20							
1.20E+01	4.77E-27							
1.16E+01	1.73E-20							
1.06E+01	6.39E-20							
9.12E+00	1.25E-19							
7.32E+00	1.82E-19							
5.45E+00	2.17E-19							
3.71E+00	2.19E-19							
2.26E+00	1.89E-19							
1.18E+00	1.36E-19							
4.90E-01	7.59E-20							
1.30E-01	2.65E-20							
1.38E-02	2.24E-21							
3.99E-02	1.09E-20							
1.19E-01	5.19E-20							
1.89E-01	1.18E-19							
2.16E-01	1.97E-19							
1.99E-01	2.77E-19							
1.50E-01	3.47E-19							
9.27E-02	3.99E-19							
4.52E-02	4.31E-19							
1.86E-02	4.45E-19							
1.41E-02	4.45E-19							
2.53E-02	4.37E-19							
4.26E-02	4.28E-19							
5.67E-02	4.24E-19							
6.22E-02	4.28E-19							
5.81E-02	4.41E-19							
4.70E-02	4.63E-19							
3.36E-02	4.88E-19							
