3.051987600E-02	2.844396500E-09							
3.138150300E-02	3.849101900E-08							
3.120122500E-02	4.043250400E-08							
3.119986700E-02	3.387653600E-08							
3.118966100E-02	2.856515400E-08							
3.117425900E-02	2.623034500E-08							
3.115747900E-02	2.444031400E-08							
3.113851000E-02	1.784671400E-08							
3.111657600E-02	6.182397700E-09							
3.108942700E-02	8.025132700E-11							
3.105647000E-02	1.179443000E-08							
3.101717100E-02	4.209636000E-08							
3.097309800E-02	8.019412400E-08							
3.092564900E-02	1.154794800E-07							
3.088052900E-02	1.384145000E-07							
3.084056100E-02	1.418178200E-07							
3.080755500E-02	1.241655400E-07							
3.078195700E-02	9.680171100E-08							
3.076343300E-02	7.449330400E-08							
3.075343900E-02	6.757151500E-08							
3.075383700E-02	7.103843300E-08							
3.076601800E-02	7.553301000E-08							
3.078693800E-02	7.267582800E-08							
3.080984900E-02	5.952241300E-08							
3.082792000E-02	3.999498800E-08							
3.083728300E-02	2.043957500E-08							
3.083724500E-02	9.696289600E-09							
3.083259900E-02	1.272392400E-08							
3.083068800E-02	2.867409200E-08							
3.083683000E-02	5.087768000E-08							
3.085386700E-02	6.980362300E-08							
3.088065800E-02	7.878655300E-08							
3.091328400E-02	7.723786500E-08							
3.094521700E-02	6.787951900E-08							
3.097111500E-02	5.421720800E-08							
3.098655200E-02	3.812166000E-08							
3.099172100E-02	2.231831100E-08							
3.098833800E-02	9.586092300E-09							
3.098251200E-02	1.977686300E-09							
3.097914700E-02	1.076675600E-09							
3.098317800E-02	8.661267300E-09							
3.099607900E-02	2.663344000E-08							
3.101669300E-02	5.488077500E-08							
3.104177800E-02	9.112766000E-08							
3.106760900E-02	1.301345500E-07							
3.108946500E-02	1.656826900E-07							
3.110239200E-02	1.936386200E-07							
3.110094200E-02	2.119539700E-07							
3.108208400E-02	2.219958700E-07							
3.104588700E-02	2.262187600E-07							
3.099712200E-02	2.289680100E-07							
3.094208800E-02	2.331919400E-07							
3.088646000E-02	2.391489400E-07							
3.083430700E-02	2.436421100E-07							
3.078768200E-02	2.445919800E-07							
3.074906300E-02	2.378269200E-07							
3.072036700E-02	2.222994900E-07							
3.070050300E-02	1.959194600E-07							
3.068664700E-02	1.607490700E-07							
3.067417500E-02	1.244987200E-07							
3.065758800E-02	1.010791800E-07							
3.063155200E-02	9.844349800E-08							
3.059389100E-02	1.188018800E-07							
3.054634800E-02	1.551737000E-07							
3.049187100E-02	1.987422900E-07							
3.043430300E-02	2.421955100E-07							
3.038482400E-02	2.811536200E-07							
3.035215000E-02	3.090995500E-07							
3.033923800E-02	3.210579800E-07							
3.034215400E-02	3.140559000E-07							
3.035455900E-02	2.893711500E-07							
3.037000500E-02	2.540589500E-07							
3.038324200E-02	2.206395300E-07							
3.039014900E-02	1.925665500E-07							
3.038833000E-02	1.682638900E-07							
3.037749900E-02	1.431593700E-07							
3.035992000E-02	1.180591200E-07							
3.034153900E-02	9.645040600E-08							
3.033072300E-02	8.501176800E-08							
3.033473800E-02	8.391603100E-08							
3.035598300E-02	8.669532000E-08							
3.038986200E-02	9.012758000E-08							
3.042761900E-02	9.586118300E-08							
3.046230800E-02	1.085111100E-07							
3.048905900E-02	1.293724600E-07							
3.050879900E-02	1.568012000E-07							
3.052386000E-02	1.890043900E-07							
3.053701400E-02	2.236956300E-07							
3.054980600E-02	2.612974600E-07							
3.056230100E-02	3.049564400E-07							
3.057178400E-02	3.616516900E-07							
3.057514400E-02	4.389540400E-07							
3.056994700E-02	5.404385800E-07							
3.055462000E-02	6.550479300E-07							
3.053039100E-02	7.646113500E-07							
3.050008000E-02	8.426082200E-07							
3.046824400E-02	8.705227000E-07							
3.043921000E-02	8.472579900E-07							
3.041668500E-02	7.845955900E-07							
3.040219300E-02	7.012971100E-07							
3.039661600E-02	6.144504500E-07							
3.040031100E-02	5.310010600E-07							
3.041288700E-02	4.543015600E-07							
3.043239000E-02	3.822461000E-07							
3.045738400E-02	3.163802200E-07							
3.048327300E-02	2.551579000E-07							
3.050884900E-02	1.965620300E-07							
3.053120800E-02	1.427697600E-07							
3.054951100E-02	9.477157600E-08							
3.056271500E-02	5.661717300E-08							
3.056958800E-02	2.985191200E-08							
3.056788000E-02	1.430171700E-08							
3.055680400E-02	6.443882500E-09							
3.053618400E-02	3.002114800E-09							
3.050812600E-02	1.359706700E-09							
3.047750500E-02	6.913448900E-10							
3.044572000E-02	1.714023000E-09							
3.041375200E-02	5.732554900E-09							
3.038187000E-02	1.359679200E-08							
3.035078000E-02	2.438200600E-08							
3.032247800E-02	3.431025900E-08							
3.029944200E-02	3.940497700E-08							
3.028440900E-02	3.618799700E-08							
3.027867400E-02	2.512733600E-08							
3.028344000E-02	1.164955400E-08							
3.029992500E-02	3.102413800E-09							
3.032715800E-02	6.460072000E-09							
3.036219800E-02	2.372141200E-08							
3.040281800E-02	5.057504200E-08							
3.044431600E-02	7.985988000E-08							
3.048246100E-02	1.007479600E-07							
3.051514000E-02	1.096323700E-07							
3.054080900E-02	1.082911300E-07							
3.056010700E-02	1.028555500E-07							
3.057437100E-02	1.009286600E-07							
3.058520700E-02	1.076416900E-07							
3.059454000E-02	1.243623800E-07							
3.060437000E-02	1.485179700E-07							
3.061402000E-02	1.722421800E-07							
3.062207100E-02	1.881028500E-07							
3.062657300E-02	1.922096000E-07							
3.062584500E-02	1.860930900E-07							
3.061913900E-02	1.745988100E-07							
3.060769700E-02	1.621847400E-07							
3.059107600E-02	1.544079500E-07							
3.057255200E-02	1.517714200E-07							
3.055557800E-02	1.539688400E-07							
3.054767000E-02	1.572002900E-07							
3.055154500E-02	1.567339700E-07							
3.056733400E-02	1.461194800E-07							
3.059256100E-02	1.239232700E-07							
3.062299800E-02	9.467719900E-08							
3.065393400E-02	6.546010800E-08							
3.068083300E-02	4.595833600E-08							
3.070145700E-02	3.777185700E-08							
3.071549600E-02	3.676432800E-08							
3.072329000E-02	3.801340700E-08							
3.072709000E-02	3.982539500E-08							
3.073095900E-02	4.243549100E-08							
3.074117400E-02	4.698555900E-08							
3.075925500E-02	5.249749400E-08							
3.078514700E-02	5.761282500E-08							
3.081409100E-02	6.035964100E-08							
3.084180100E-02	6.048131000E-08							
3.086201700E-02	5.758677400E-08							
3.087229000E-02	5.260623000E-08							
3.087057500E-02	4.762010200E-08							
3.085993800E-02	4.440619000E-08							
3.084580600E-02	4.449084400E-08							
3.083445400E-02	5.104854000E-08							
3.083104800E-02	6.206099500E-08							
3.083681700E-02	7.103594200E-08							
3.084802200E-02	7.123667200E-08							
3.085903500E-02	6.095067500E-08							
3.086622200E-02	4.627824400E-08							
3.087172600E-02	3.106143000E-08							
3.087897900E-02	1.739475900E-08							
3.089005900E-02	7.430479600E-09							
3.090250900E-02	3.185467100E-09							
3.091356500E-02	4.333332400E-09							
3.092044200E-02	1.219470000E-08							
3.092711600E-02	3.054437400E-08							
3.093740600E-02	6.046757100E-08							
3.095283000E-02	9.933756900E-08							
3.097312400E-02	1.448284200E-07							
3.099373100E-02	1.927727400E-07							
3.100988600E-02	2.348083200E-07							
3.102049600E-02	2.617173600E-07							
3.102533500E-02	2.646702200E-07							
3.102639100E-02	2.420061600E-07							
3.102722000E-02	2.003801200E-07							
3.103010000E-02	1.541673800E-07							
3.103766000E-02	1.138330700E-07							
3.104892000E-02	8.016605700E-08							
3.106263900E-02	5.193966700E-08							
3.107799700E-02	3.079946200E-08							
3.109372100E-02	1.789728300E-08							
3.110830000E-02	1.322951500E-08							
3.111982400E-02	1.463793200E-08							
3.112834500E-02	1.920399900E-08							
3.113581700E-02	2.402469200E-08							
3.114435000E-02	2.592835000E-08							
3.115707700E-02	2.404992500E-08							
3.117460200E-02	1.880450400E-08							
3.119602300E-02	1.194449800E-08							
3.121896500E-02	6.324744800E-09							
3.124174600E-02	4.089038600E-09							
3.126247600E-02	5.941192200E-09							
3.127829600E-02	9.625265100E-09							
3.128780100E-02	1.086273000E-08							
3.129007900E-02	7.731214300E-09							
3.128486600E-02	2.406165200E-09							
3.127438000E-02	1.168549000E-10							
3.126312300E-02	3.814937600E-09							
3.125639300E-02	1.180337500E-08							
3.125840800E-02	1.993302600E-08							
3.127103400E-02	2.525780300E-08							
3.129529200E-02	2.853923600E-08							
3.132895800E-02	3.264422100E-08							
3.136862800E-02	3.924088200E-08							
3.141217700E-02	4.632908400E-08							
3.145434400E-02	4.820053200E-08							
3.149143000E-02	4.101361400E-08							
3.151886100E-02	2.598891100E-08							
3.153307400E-02	1.062910700E-08							
3.153295700E-02	2.917418300E-09							
3.151928600E-02	4.431890400E-09							
3.149527900E-02	1.040109400E-08							
3.146755200E-02	1.462645300E-08							
3.144064900E-02	1.566141100E-08							
3.142087600E-02	1.711303600E-08							
3.140917400E-02	2.522029400E-08							
3.140727200E-02	4.151444900E-08							
3.141377400E-02	6.227633700E-08							
3.142668900E-02	7.870255700E-08							
3.144150000E-02	8.252645400E-08							
3.145479600E-02	7.245456400E-08							
3.146245100E-02	5.274778300E-08							
3.146403100E-02	3.295266600E-08							
3.146023400E-02	1.913845300E-08							
3.145402400E-02	1.477883200E-08							
